source,lang,expression,head,modifier,label,compositionality_score,compositionality_type,compositionality_token,raw_paraphrase,original_split,row_id,label_raw,label_norm,label_binary,contribution_label,compositionality_score_norm,compositionality_bin,paraphrase_candidates_maggie,wordnet_synonyms,wordnet_synonym1,paraphrase1_gpt55pro20260423,paraphrase1_gpt5nano20250807,canonical_paraphrase,paraphrase_candidates,has_paraphrase,split_701020,split_source
semeval_a,eng,black box,,,1.0,,,,,train,1457,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,1.0,,,,,train,1458,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,1.0,,,,,train,1459,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,black box,,,1.0,,,,,train,1460,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,mystery|enigma,,,mystery,enigma,mystery,mystery|enigma,1,test,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1461,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1462,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1463,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1464,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1465,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1466,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1467,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1468,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1469,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1470,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1471,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1472,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1473,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1474,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1475,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1476,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1477,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1478,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,bull market,,,0.0,,,,,train,1479,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,boom|uptrend,,,boom,uptrend,boom,boom|uptrend,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1480,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1481,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1482,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1483,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1484,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1485,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1486,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1487,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1488,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1489,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1490,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1491,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1492,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1493,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1494,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1495,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1496,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1497,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,crime rate,,,1.0,,,,,train,1498,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,criminality,,,criminality,criminality,criminality,criminality,1,train,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1499,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1500,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1501,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1502,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1503,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1504,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1505,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1506,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1507,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1508,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1509,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1510,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1511,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1512,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1513,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1514,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1515,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1516,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,number crunching,,,0.0,,,,,train,1517,0.0,LITERAL,LITERAL,UNKNOWN,,unknown,calculation,,,calculation,calculation,calculation,calculation,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1518,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1519,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1520,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1521,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1522,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1523,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1524,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1525,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1526,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1527,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1528,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1529,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1530,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1531,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1532,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1533,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1534,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1535,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1536,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1537,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1538,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1539,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1540,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1541,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1542,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1543,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1544,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,radioactive material,,,1.0,,,,,train,1545,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,radionuclide|radioactivity,,,radionuclide,radioactivity,radionuclide,radionuclide|radioactivity,1,test,generated
semeval_a,eng,football season,,,1.0,,,,,train,1546,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1547,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1548,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1549,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1550,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1551,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1552,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1553,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1554,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1555,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1556,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1557,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1558,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1559,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1560,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1561,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1562,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1563,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1564,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,football season,,,1.0,,,,,train,1565,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,season,,,season,season,season,season,1,train,generated
semeval_a,eng,case study,,,1.0,,,,,train,1566,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1567,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1568,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1569,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1570,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1571,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1572,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1573,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1574,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1575,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1576,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1577,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1578,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
semeval_a,eng,case study,,,1.0,,,,,train,1579,1.0,IDIOMATIC,IDIOMATIC,UNKNOWN,,unknown,analysis|example,,,analysis,example,analysis,analysis|example,1,dev,generated
