uid,target,sentence,reason
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:877,,a wet black dog with a red collar is in the river,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:878,,Teams of inspectors walked into a restricted area at one park without being stopped; others took pictures of sensitive areas without being challenged.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:879,,"Under the U.S. Constitution, the other chamber of Congress, the House of Representatives, does not vote on foreign alliances.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:880,,The man is buttering the bread.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:881,,World's oldest man dies at 116,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:882,,"His daughter, Nina Axelrod, told The Associated Press that he died in his sleep, apparently of heart failure.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:883,,A child is playing a computer game.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:884,,Shares of Coke closed New York Stock Exchange trading Thursday at $44.01.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:885,,Google invests $200 million in Texas wind farm,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:886,,"This post refers to research in the STEM fields, and may not be applicable to other research topics.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:887,,There is NO good reason for the failure to implement video plays in professional soccer.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:888,,"The ""more posh"" words are usually Latin (occasionally Greek) in origin.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:889,,A young boy jumping into a lake.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:890,,A woman is bungee jumping.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:891,,"The two-year note US2YT=RR fell 5/32 in price, taking its yield to 1.23 percent from 1.16 percent late on Monday.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:892,,A woman is slicing some tuna.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:893,,A golden dog is running through the snow.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:894,,"The villains I absolutely hate are selfish and self-serving, but they are also cowards.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:895,,Young baby girl sitting on table.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:896,,Calif man pleads not guilty in girl kidnap case,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:897,,A group of peoples posing in fur hats.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:898,,A small dog laying on the bed.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:899,,"I don't have direct experience with bettas, but I've never heard that pairs will work long-term in any male/female combination.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:900,,So it's important to have a basic understanding before you even get on skis.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:901,,Two girls in blue and teal dresses and large hats are standing next to a large tree trunk.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:902,,Four girls happily walk down a sidewalk.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:903,,"Reading your post, made me think of my younger years !!",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:904,,"At CPAC, Mitt Romney Stresses Conservative Credentials",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:905,,The retailer said it came to the decision after hearing the opinions of customers and associates.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:906,,A ballet dancer is performing on stage.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:907,,"But JT was careful to clarify that it was ""not certain about the outcome of the discussion at this moment"".",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:908,,"But in the end, all the worm did was visit a pornography site, said Vincent Weafer, a security director with Symantec Security Response in California.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:909,,"A crowd of people stand on a rural road, a field behind them, a forest in front.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:910,,Dixon was otherwise the class of the field at Pikes Peak International Raceway.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:911,,"Why is the speed of light 299,792,458 m/s, and not (for instance) 3,1 or 4,3 x 10^44 m/s?",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:912,,A group of people standing in the street,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:913,,Israeli PM makes case on Iran to US voters,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:914,,Obama signs law aimed at barring Iran UN envoy,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:915,,A boy is at school taking a test.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:916,,GPS (wikipedia) is based on orbiting satellites and so is accurate worldwide.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:917,,Another migrant ship capsizes off Italy,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:918,,Intrinsic reward is the emotional pay-off that you get by completing an activity.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:919,,My experience is that a normal taxi is always cheaper.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:920,,A crowd of men wearing paper numbers on their shirts run in a race.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:921,,"It is hard to speak for a team, know what their strategy is going into a draft.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:922,,A woman is riding on a horse.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:923,,There are no post-emergents that specifically kill crabgrass without killing lawn grass.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:924,,Three men are drying to pull a Subaru out of a ditch along a mountain road.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:925,,"Buoyed by some of the advice imparted by Nicklaus, Howell shot an 8-under 64 for a one-stroke lead over Kenny Perry.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:926,,The black and white dog is running on the grass.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:927,,Soggy solstice: Stonehenge gets soaking,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:928,,"If non-human animals do have intelligence too, why is their intelligence not as advanced as humans?",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:929,,Chinese shares close lower on Wednesday,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:930,,"Yes, dew (wetness in the environment) factor can change the direction of a match.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:931,,The boy is playing the piano.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:932,,A group of people are camping out on some rocks.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:933,,A kitchen with wood cabinets and dining table.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:934,,A tiger is walking around his cage.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:935,,The University constituencies are modelled on the University constituencies in use in Britain in 1922 when Ireland became independent.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:936,,"Tom Kasmer, a 14-year-old from Belmont, N.C., got a word that sounded like ""zistee"" during yesterday's competition.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:937,,"As I wrote above, it's hard to rate this wall.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:938,,Google search for Travel WODs has whole lots of results which you can use.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:939,,"In these days of googling, it's sloppy to not find the source of a quotation.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:940,,"""The European Union is basically absent,"" said Tito Barbini, regional minister for agriculture in Tuscany, Italy.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:941,,Rosberg emulates father with Monaco win,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:942,,"These are interesting studies, but the bottom line is: yes, environment affects cognitive abilities.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:943,,A man is performing a stunt outdoors.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:944,,The part of economics that is most like physics is called microeconomics.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:945,,These are tickets to the archaeological sites of Epidaurus (which includes the still in use theatre) and Mycenae.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:946,,"I'm American, and I've never heard the bathroom referred to as St. John's.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:947,,The man is slicing a potato.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:948,,Roadside bomb kills 10 Afghan civilians: police,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:949,,"At his request, he will be reassigned within the district.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:950,,"If you have access to it, you can very easily do that with Thomson Reuters’ Web of Science portal.",empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:951,,A man sitting on the floor plays a guitar.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:952,,An animal is chewing on something.,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:953,,Thai police use tear gas against protesters,empty_sentence_or_target
semeval2022_task2:data/raw/semeval2022_task2/SemEval_2022_Task2-idiomaticity/SubTaskB/EvaluationData/dev.csv:954,,"There is one airline, Spirit Airlines, which is trying to copy Ryanair with super cheap tickets and aggressively bad service.",empty_sentence_or_target
