text_id,text,lang,text_type
t00006643,coffre fort,fr,expression
t00006644,coffre,fr,head
t00006645,fort,fr,modifier
t00006646,coffre,fr,paraphrase
t00006647,sécurité,fr,paraphrase
t00006648,coffre blindã©,fr,paraphrase
t00006649,armoire forte,fr,paraphrase
t00006650,coffre blindé,fr,paraphrase
t00006651,coffrer,fr,paraphrase
t00006652,huche,fr,paraphrase
t00006653,coffret,fr,paraphrase
t00006654,objet utilise pour renformer une somme importantes,fr,paraphrase
t00006655,utilisã©e pour renformer des objects de valeur,fr,paraphrase
t00006656,armoire sã©curisã©e,fr,paraphrase
t00006657,coffre de sã©curitã©,fr,paraphrase
t00006658,espace pour objets de valeur,fr,paraphrase
t00006659,coffre qui protege ce qui est important,fr,paraphrase
t00006660,conserver des biens,fr,paraphrase
t00006661,coffre inviolable,fr,paraphrase
t00006662,coffre blindé servant à conserver les biens précieux,fr,paraphrase
t00006663,meuble servant à protéger des objets de valeur,fr,paraphrase
t00006664,coffliot,fr,paraphrase
t00006665,caisse blindã©e,fr,paraphrase
t00006666,coffre sã©curisã©,fr,paraphrase
t00006667,meuble blindã©,fr,paraphrase
t00006668,dã©pã´t de l'argent,fr,paraphrase
t00006669,dã©pã´t de richesse,fr,paraphrase
t00006670,caisse,fr,paraphrase
t00006671,coffiot,fr,paraphrase
t00006672,armoire metallique difficile a ouvrir,fr,paraphrase
t00006673,caisse dâã©pargne,fr,paraphrase
t00006674,caisse des fonds,fr,paraphrase
t00006675,communauté urbain,fr,expression
t00006676,communauté,fr,head
t00006677,urbaine,fr,modifier
t00006678,agglomération,fr,paraphrase
t00006679,ville,fr,paraphrase
t00006680,citã©,fr,paraphrase
t00006681,agglomération urbaine,fr,paraphrase
t00006682,cité,fr,paraphrase
t00006683,groupe de villes,fr,paraphrase
t00006684,métropole,fr,paraphrase
t00006685,mégalopole,fr,paraphrase
t00006686,etablissement public de coopération,fr,paraphrase
t00006687,ã©tablissement public,fr,paraphrase
t00006688,coopã©ration de communes,fr,paraphrase
t00006689,ensemble de plusieurs commune,fr,paraphrase
t00006690,agglomã©ration,fr,paraphrase
t00006691,coopã©ration intercommunale,fr,paraphrase
t00006692,administration des environs d'une ville,fr,paraphrase
t00006693,communautã© de communes,fr,paraphrase
t00006694,ensemble urbain,fr,paraphrase
t00006695,communauté d'une ville,fr,paraphrase
t00006696,cite,fr,paraphrase
t00006697,conseil municipal,fr,expression
t00006698,conseil,fr,head
t00006699,municipal,fr,modifier
t00006700,municipalité,fr,paraphrase
t00006701,élus,fr,paraphrase
t00006702,administration locale,fr,paraphrase
t00006703,conseil communal,fr,paraphrase
t00006704,commune,fr,paraphrase
t00006705,assemblée de la ville,fr,paraphrase
t00006706,élus de la ville,fr,paraphrase
t00006707,assemblã©e qui represente les habitants,fr,paraphrase
t00006708,des elus qui gerent les affaires municipales,fr,paraphrase
t00006709,assemblée délibérante,fr,paraphrase
t00006710,administration municipale,fr,paraphrase
t00006711,assemblã©e d'ã©lus,fr,paraphrase
t00006712,conseil qui gã¨re les affaires,fr,paraphrase
t00006713,assemblã©e,fr,paraphrase
t00006714,assemblã©e communale,fr,paraphrase
t00006715,membres du conseil d'etat,fr,paraphrase
t00006716,assemblée élue charger d'administrer les affaires de la commune,fr,paraphrase
t00006717,rã©union du maire et ses adjoints,fr,paraphrase
t00006718,conseil des ã©lus,fr,paraphrase
t00006719,mairie,fr,paraphrase
t00006720,rã©union des ã©lus municipaux,fr,paraphrase
t00006721,assemblã©e dã©libã©rant,fr,paraphrase
t00006722,assemblée communale,fr,paraphrase
t00006723,conseil de la ville,fr,paraphrase
t00006724,bourg,fr,paraphrase
t00006725,rã©union municipale,fr,paraphrase
t00006726,groupe de la commune,fr,paraphrase
t00006727,assemblée de citoyen,fr,paraphrase
t00006728,élus locaux,fr,paraphrase
t00006729,coup dur,fr,expression
t00006730,coup,fr,head
t00006731,dur,fr,modifier
t00006732,revers,fr,paraphrase
t00006733,mauvaise passe,fr,paraphrase
t00006734,accident,fr,paraphrase
t00006735,difficultã©,fr,paraphrase
t00006736,ennui soudain,fr,paraphrase
t00006737,malheur,fr,paraphrase
t00006738,blessure,fr,paraphrase
t00006739,malchance,fr,paraphrase
t00006740,ã©vã©nement malheureux,fr,paraphrase
t00006741,difficulté,fr,paraphrase
t00006742,perte,fr,paraphrase
t00006743,mauvaise surprise,fr,paraphrase
t00006744,situation difficile,fr,paraphrase
t00006745,ã©preuve,fr,paraphrase
t00006746,infortune,fr,paraphrase
t00006747,coup du sort,fr,paraphrase
t00006748,ã©vã©nement malchanceux,fr,paraphrase
t00006749,coup du destin,fr,paraphrase
t00006750,coup,fr,paraphrase
t00006751,ennui sudain,fr,paraphrase
t00006752,imprevu,fr,paraphrase
t00006753,difficulte,fr,paraphrase
t00006754,mauvais moment,fr,paraphrase
t00006755,deception,fr,paraphrase
t00006756,coup de tapette,fr,paraphrase
t00006757,secousse,fr,paraphrase
t00006758,coup franc,fr,expression
t00006759,franc,fr,modifier
t00006760,tir,fr,paraphrase
t00006761,tir de pã©nalitã©,fr,paraphrase
t00006762,pã©nalitã©,fr,paraphrase
t00006763,tir au but,fr,paraphrase
t00006764,pã©nalitã© sportive,fr,paraphrase
t00006765,jeu de touche,fr,paraphrase
t00006766,passe a l'arrêt,fr,paraphrase
t00006767,tir de penalite,fr,paraphrase
t00006768,coup penalise,fr,paraphrase
t00006769,coup de pied de rã©paration,fr,paraphrase
t00006770,penalty,fr,paraphrase
t00006771,sanction contre les joueurs en faute,fr,paraphrase
t00006772,sanction pã©nalisant une faute,fr,paraphrase
t00006773,tir direct,fr,paraphrase
t00006774,free kick,fr,paraphrase
t00006775,tir de pénalité,fr,paraphrase
t00006776,tire,fr,paraphrase
t00006777,tir ã partir d'un point fixe suite ã une faute,fr,paraphrase
t00006778,coup de pied arrãªtã©,fr,paraphrase
t00006779,tir de compensation,fr,paraphrase
t00006780,faute,fr,paraphrase
t00006781,coup libre,fr,paraphrase
t00006782,loi 13 du football,fr,paraphrase
t00006783,sanction,fr,paraphrase
t00006784,coup de pã©nalitã©,fr,paraphrase
t00006785,courrier électronique,fr,expression
t00006786,courrier,fr,head
t00006787,électronique,fr,modifier
t00006788,courriel,fr,paraphrase
t00006789,mél,fr,paraphrase
t00006790,messagerie électronique,fr,paraphrase
t00006791,email,fr,paraphrase
t00006792,e mail,fr,paraphrase
t00006793,mã©l,fr,paraphrase
t00006794,couriel,fr,paraphrase
t00006795,message digital,fr,paraphrase
t00006796,message ã©lectronique,fr,paraphrase
t00006797,correspondance tapée à l'ordinateur,fr,paraphrase
t00006798,message numã©rique,fr,paraphrase
t00006799,ãmail,fr,paraphrase
t00006800,lettre,fr,paraphrase
t00006801,documents envoyés électroniquement,fr,paraphrase
t00006802,lettre par ordinateur,fr,paraphrase
t00006803,court circuit,fr,expression
t00006804,circuit,fr,head
t00006805,court,fr,modifier
t00006806,dérivation,fr,paraphrase
t00006807,raccourci,fr,paraphrase
t00006808,court jus,fr,paraphrase
t00006809,electrocution,fr,paraphrase
t00006810,shunt,fr,paraphrase
t00006811,malfonctionnement ã©lectrique,fr,paraphrase
t00006812,mauvais branchement ã©lectrique,fr,paraphrase
t00006813,incident électrique,fr,paraphrase
t00006814,surcharge,fr,paraphrase
t00006815,accident defavorable,fr,paraphrase
t00006816,reaction infavorable,fr,paraphrase
t00006817,coupure de circuit,fr,paraphrase
t00006818,pã©tage de plomb,fr,paraphrase
t00006819,courant de dã©faut,fr,paraphrase
t00006820,probleme,fr,paraphrase
t00006821,accidentelle,fr,paraphrase
t00006822,mauvais connexion,fr,paraphrase
t00006823,dã©rivation,fr,paraphrase
t00006824,dã©faut,fr,paraphrase
t00006825,dã©faut de l'isolement ã©lectrique,fr,paraphrase
t00006826,danger,fr,paraphrase
t00006827,fusible,fr,paraphrase
t00006828,coupure sur le circuit électrique,fr,paraphrase
t00006829,courant,fr,paraphrase
t00006830,flux,fr,paraphrase
t00006831,problã¨me ã©lectrique,fr,paraphrase
t00006832,court métrage,fr,expression
t00006833,métrage,fr,head
t00006834,court,fr,paraphrase
t00006835,film court,fr,paraphrase
t00006836,petit film,fr,paraphrase
t00006837,film de courte durã©e,fr,paraphrase
t00006838,court film,fr,paraphrase
t00006839,film,fr,paraphrase
t00006840,film de 20 minutes ou moins,fr,paraphrase
t00006841,film amateur,fr,paraphrase
t00006842,metrage qui n'est pas long,fr,paraphrase
t00006843,film de courte durée,fr,paraphrase
t00006844,film qui ne dure pas long,fr,paraphrase
t00006845,moins de trente minutes,fr,paraphrase
t00006846,film de format court,fr,paraphrase
t00006847,film de durée réduite,fr,paraphrase
t00006848,film de durée de trente minutes,fr,paraphrase
t00006849,film dont la durã©e excã¨de rarement vingt minutes,fr,paraphrase
t00006850,mini film,fr,paraphrase
t00006851,bande annonce,fr,paraphrase
t00006852,crème frais,fr,expression
t00006853,crème,fr,head
t00006854,fraîche,fr,modifier
t00006855,crème,fr,paraphrase
t00006856,fraîche,fr,paraphrase
t00006857,crã¨me pasteurisã©e,fr,paraphrase
t00006858,crème de lait,fr,paraphrase
t00006859,creme pour dessert,fr,paraphrase
t00006860,produit laitier,fr,paraphrase
t00006861,crã¨me aigre,fr,paraphrase
t00006862,gras du lait,fr,paraphrase
t00006863,crème amère,fr,paraphrase
t00006864,sauce blanche,fr,paraphrase
t00006865,ingredient,fr,paraphrase
t00006866,ã©crã©mage du lait,fr,paraphrase
t00006867,fleur de lait,fr,paraphrase
t00006868,mousse de lait,fr,paraphrase
t00006869,crème blanche,fr,paraphrase
t00006870,epaisse,fr,paraphrase
t00006871,crã¨me crue,fr,paraphrase
t00006872,crã¨me ã©paisse,fr,paraphrase
t00006873,crã¨me battue,fr,paraphrase
t00006874,matiã¨re grasse du lait,fr,paraphrase
t00006875,crã¨me double,fr,paraphrase
t00006876,blanc,fr,paraphrase
t00006877,yaourt,fr,paraphrase
t00006878,sous produit laitier,fr,paraphrase
t00006879,matière grasse,fr,paraphrase
t00006880,crème glacé,fr,expression
t00006881,glacée,fr,modifier
t00006882,glace,fr,paraphrase
t00006883,sorbet,fr,paraphrase
t00006884,lait glacã©,fr,paraphrase
t00006885,lait glace,fr,paraphrase
t00006886,tranche napolitaine,fr,paraphrase
t00006887,crème dessert,fr,paraphrase
t00006888,crã¨me a la glace,fr,paraphrase
t00006889,cã´ne,fr,paraphrase
t00006890,dessert,fr,paraphrase
t00006891,de la glace,fr,paraphrase
t00006892,entremet,fr,paraphrase
t00006893,crème à la glace,fr,paraphrase
t00006894,dessert glacã©,fr,paraphrase
t00006895,gâteau glacé,fr,paraphrase
t00006896,bombe glacée,fr,paraphrase
t00006897,mousse,fr,paraphrase
t00006898,crã¨me,fr,paraphrase
t00006899,glace à l'italienne,fr,paraphrase
t00006900,creme congelée,fr,paraphrase
t00006901,dernier cri,fr,expression
t00006902,cri,fr,head
t00006903,dernier,fr,modifier
t00006904,l'état de la technique,fr,paraphrase
t00006905,nec plus ultra,fr,paraphrase
t00006906,état de l'art,fr,paraphrase
t00006907,ultramoderne,fr,paraphrase
t00006908,mode,fr,paraphrase
t00006909,en vogue,fr,paraphrase
t00006910,à la mode,fr,paraphrase
t00006911,ã la mode,fr,paraphrase
t00006912,nouveau,fr,paraphrase
t00006913,derniã¨re tendance,fr,paraphrase
t00006914,derniere mode,fr,paraphrase
t00006915,succã¨s rã©cent,fr,paraphrase
t00006916,a la derniere mode,fr,paraphrase
t00006917,derniã¨re mode,fr,paraphrase
t00006918,nouveautã©,fr,paraphrase
t00006919,nouvelle mode,fr,paraphrase
t00006920,tout nouveau,fr,paraphrase
t00006921,ultime,fr,paraphrase
t00006922,ã la derniã¨re mode,fr,paraphrase
t00006923,hi tech,fr,paraphrase
t00006924,ã la pointe,fr,paraphrase
t00006925,dérnière mode,fr,paraphrase
t00006926,dernière technologie,fr,paraphrase
t00006927,dernier sorti,fr,paraphrase
t00006928,a la mode,fr,paraphrase
t00006929,dernier mot,fr,expression
t00006930,mot,fr,head
t00006931,conclusion,fr,paraphrase
t00006932,derniã¨re parole,fr,paraphrase
t00006933,mot de la fin,fr,paraphrase
t00006934,dã©cision,fr,paraphrase
t00006935,ultime concession,fr,paraphrase
t00006936,rã©ponse dã©finitive,fr,paraphrase
t00006937,dã©cision finale,fr,paraphrase
t00006938,fin de conversation brute,fr,paraphrase
t00006939,decision,fr,paraphrase
t00006940,mot final,fr,paraphrase
t00006941,finalitã©,fr,paraphrase
t00006942,decision finale,fr,paraphrase
t00006943,dernier avis,fr,paraphrase
t00006944,denier a parler,fr,paraphrase
t00006945,rien ã ajouter,fr,paraphrase
t00006946,choix final,fr,paraphrase
t00006947,vaincre,fr,paraphrase
t00006948,obtenir,fr,paraphrase
t00006949,éprouver,fr,paraphrase
t00006950,dã©cret,fr,paraphrase
t00006951,gagner un argument,fr,paraphrase
t00006952,parole finale,fr,paraphrase
t00006953,directeur général,fr,expression
t00006954,directeur,fr,head
t00006955,général,fr,modifier
t00006956,bourgmestre,fr,paraphrase
t00006957,gérant municipal,fr,paraphrase
t00006958,maire,fr,paraphrase
t00006959,syndic,fr,paraphrase
t00006960,dirigeant,fr,paraphrase
t00006961,PDG,fr,paraphrase
t00006962,chef d'entreprise,fr,paraphrase
t00006963,patron,fr,paraphrase
t00006964,administrateur,fr,paraphrase
t00006965,gouverneur,fr,paraphrase
t00006966,administrateur dã©lã©guã©,fr,paraphrase
t00006967,prã©sident,fr,paraphrase
t00006968,chef,fr,paraphrase
t00006969,directeur d'une organisation,fr,paraphrase
t00006970,boss,fr,paraphrase
t00006971,responsable,fr,paraphrase
t00006972,gã©rant,fr,paraphrase
t00006973,responsable general,fr,paraphrase
t00006974,dg,fr,paraphrase
t00006975,chef de service,fr,paraphrase
t00006976,chief executive officer,fr,paraphrase
t00006977,president directeur général,fr,paraphrase
t00006978,gérant,fr,paraphrase
t00006979,prã©sident directeur,fr,paraphrase
t00006980,proviseur,fr,paraphrase
t00006981,disque dur,fr,expression
t00006982,disque,fr,head
t00006983,disque,fr,paraphrase
t00006984,stockage,fr,paraphrase
t00006985,disque fixe,fr,paraphrase
t00006986,disque rigide,fr,paraphrase
t00006987,mémoire de masse,fr,paraphrase
t00006988,lecteur,fr,paraphrase
t00006989,disque de stockage,fr,paraphrase
t00006990,disque magnã©tique,fr,paraphrase
t00006991,mã©moire d'ordinateur,fr,paraphrase
t00006992,stockage informatique,fr,paraphrase
t00006993,lecteur et enregistreur informatique,fr,paraphrase
t00006994,disque de données,fr,paraphrase
t00006995,memoire pour ordinateur,fr,paraphrase
t00006996,composant d'un ordinateur,fr,paraphrase
t00006997,disquette,fr,paraphrase
t00006998,mã©moire,fr,paraphrase
t00006999,bureau,fr,paraphrase
t00007000,disque pour ordinateur,fr,paraphrase
t00007001,memoir,fr,paraphrase
t00007002,dd,fr,paraphrase
t00007003,hd,fr,paraphrase
t00007004,hdd,fr,paraphrase
t00007005,support de stokage magnã©tique de grande capacitã©,fr,paraphrase
t00007006,appareil de stockage,fr,paraphrase
t00007007,stockage de masse,fr,paraphrase
t00007008,disque ã©lectro magnã©tique,fr,paraphrase
t00007009,stockage sur ordinateur,fr,paraphrase
t00007010,disque fix,fr,paraphrase
t00007011,douche froid,fr,expression
t00007012,douche,fr,head
t00007013,déconvenue,fr,paraphrase
t00007014,déception,fr,paraphrase
t00007015,dã©convenue,fr,paraphrase
t00007016,dã©sillusion,fr,paraphrase
t00007017,dã©ception,fr,paraphrase
t00007018,choc mental,fr,paraphrase
t00007019,honte,fr,paraphrase
t00007020,défaite,fr,paraphrase
t00007021,se laver avec de l'eau froide,fr,paraphrase
t00007022,se baigner avec de l'eau froide,fr,paraphrase
t00007023,douche ã©cossaise,fr,paraphrase
t00007024,douche glacã©e,fr,paraphrase
t00007025,eau froide,fr,paraphrase
t00007026,accueil glacial,fr,paraphrase
t00007027,inattendue,fr,paraphrase
t00007028,choc,fr,paraphrase
t00007029,dã©sagrã©able surprise,fr,paraphrase
t00007030,perte d'illusion,fr,paraphrase
t00007031,ã©moi,fr,paraphrase
t00007032,ã©tonnent,fr,paraphrase
t00007033,surpnqnt,fr,paraphrase
t00007034,droit fondamental,fr,expression
t00007035,droit,fr,head
t00007036,fondamental,fr,modifier
t00007037,droits de l'homme,fr,paraphrase
t00007038,droit naturel,fr,paraphrase
t00007039,droit innaliénable,fr,paraphrase
t00007040,droit indispensable,fr,paraphrase
t00007041,droit necessaire,fr,paraphrase
t00007042,droit irrã©futable,fr,paraphrase
t00007043,principe de droit,fr,paraphrase
t00007044,droits necessaires,fr,paraphrase
t00007045,droit de vivre et autres necessites,fr,paraphrase
t00007046,droits essentiels,fr,paraphrase
t00007047,droit constituionnel,fr,paraphrase
t00007048,droits ã©lã©mentaires,fr,paraphrase
t00007049,droits primordiaux,fr,paraphrase
t00007050,laissez passer,fr,paraphrase
t00007051,privilège,fr,paraphrase
t00007052,libertã©s fondamentales,fr,paraphrase
t00007053,droit premier,fr,paraphrase
t00007054,droit imprescriptible,fr,paraphrase
t00007055,droit absolu,fr,paraphrase
t00007056,libertés fondamentales,fr,paraphrase
t00007057,droit individuel,fr,paraphrase
t00007058,privilã¨ge,fr,paraphrase
t00007059,dã»,fr,paraphrase
t00007060,développement économique,fr,expression
t00007061,développement,fr,head
t00007062,économique,fr,modifier
t00007063,croissance,fr,paraphrase
t00007064,progrès,fr,paraphrase
t00007065,croissance ã©conomique,fr,paraphrase
t00007066,essor,fr,paraphrase
t00007067,reprise économique,fr,paraphrase
t00007068,richesse,fr,paraphrase
t00007069,developpement de l'economie,fr,paraphrase
t00007070,developpement d'une ville,fr,paraphrase
t00007071,évolution économique,fr,paraphrase
t00007072,développement financier,fr,paraphrase
t00007073,projet de relance économique,fr,paraphrase
t00007074,mutations positives d'une zone geographique,fr,paraphrase
t00007075,dã©veloppement de l'economie,fr,paraphrase
t00007076,progression de l'ã©conomie,fr,paraphrase
t00007077,croã®tre,fr,paraphrase
t00007078,avancã©s ã©conomiques,fr,paraphrase
t00007079,évoluer,fr,paraphrase
t00007080,ã©volution positive,fr,paraphrase
t00007081,prospã©ritã©,fr,paraphrase
t00007082,amã©lioration des conditions de vie,fr,paraphrase
t00007083,augmentation des richesses,fr,paraphrase
t00007084,industrialisation,fr,paraphrase
t00007085,croissance économique,fr,paraphrase
